"GEO_ID","NAME","B19001F_001E","B19001F_001EA","B19001F_001M","B19001F_001MA","B19001F_002E","B19001F_002EA","B19001F_002M","B19001F_002MA","B19001F_003E","B19001F_003M","B19001F_003MA","B19001F_003EA","B19001F_004E","B19001F_004EA","B19001F_004M","B19001F_004MA","B19001F_005E","B19001F_005EA","B19001F_005M","B19001F_005MA","B19001F_006E","B19001F_006EA","B19001F_006M","B19001F_006MA","B19001F_007E","B19001F_007M","B19001F_007MA","B19001F_007EA","B19001F_008E","B19001F_008EA","B19001F_008M","B19001F_008MA","B19001F_009E","B19001F_009EA","B19001F_009M","B19001F_009MA","B19001F_010E","B19001F_010EA","B19001F_010M","B19001F_010MA","B19001F_011E","B19001F_011EA","B19001F_011M","B19001F_011MA","B19001F_012E","B19001F_012EA","B19001F_012M","B19001F_012MA","B19001F_013E","B19001F_013EA","B19001F_013M","B19001F_013MA","B19001F_014E","B19001F_014EA","B19001F_014M","B19001F_014MA","B19001F_015E","B19001F_015EA","B19001F_015M","B19001F_015MA","B19001F_016E","B19001F_016EA","B19001F_016M","B19001F_016MA","B19001F_017E","B19001F_017EA","B19001F_017M","B19001F_017MA",
"1400000US04013611500","Census Tract 6115, Maricopa County, Arizona","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013611600","Census Tract 6116, Maricopa County, Arizona","51","null","49","null","0","null","13","null","0","13","null","null","10","null","15","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","23","null","34","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","18","null","28","null",
"1400000US04013611700","Census Tract 6117, Maricopa County, Arizona","6","null","13","null","6","null","13","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013611800","Census Tract 6118, Maricopa County, Arizona","107","null","56","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","51","null","71","null","56","null","59","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013611900","Census Tract 6119, Maricopa County, Arizona","3","null","6","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","3","null","6","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013612000","Census Tract 6120, Maricopa County, Arizona","20","null","29","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","20","null","29","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013612200","Census Tract 6122, Maricopa County, Arizona","57","null","74","null","0","null","19","null","0","19","null","null","0","null","19","null","46","null","72","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","11","null","16","null","0","null","19","null","0","null","19","null",
"1400000US04013612301","Census Tract 6123.01, Maricopa County, Arizona","55","null","64","null","0","null","13","null","0","13","null","null","0","null","13","null","29","null","48","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","26","null","42","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013612302","Census Tract 6123.02, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013612401","Census Tract 6124.01, Maricopa County, Arizona","18","null","30","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","18","null","30","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013612402","Census Tract 6124.02, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013612500","Census Tract 6125, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013612600","Census Tract 6126, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013612700","Census Tract 6127, Maricopa County, Arizona","7","null","10","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","7","null","10","null","0","null","13","null","0","null","13","null",
"1400000US04013612800","Census Tract 6128, Maricopa County, Arizona","34","null","31","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","18","null","20","null","16","null","22","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013612900","Census Tract 6129, Maricopa County, Arizona","5","null","8","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","5","null","8","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013613000","Census Tract 6130, Maricopa County, Arizona","7","null","12","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","7","null","12","null","0","null","19","null","0","null","19","null",
"1400000US04013613100","Census Tract 6131, Maricopa County, Arizona","27","null","44","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","27","null","44","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013613200","Census Tract 6132, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013613300","Census Tract 6133, Maricopa County, Arizona","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013613400","Census Tract 6134, Maricopa County, Arizona","37","null","48","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","37","null","48","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013613500","Census Tract 6135, Maricopa County, Arizona","24","null","34","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","24","null","34","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013613601","Census Tract 6136.01, Maricopa County, Arizona","78","null","58","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","23","null","38","null","0","null","13","null","0","null","13","null","0","null","13","null","28","null","32","null","16","null","26","null","11","null","17","null",
"1400000US04013613602","Census Tract 6136.02, Maricopa County, Arizona","39","null","35","null","0","null","13","null","0","13","null","null","0","null","13","null","12","null","20","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","13","null","0","null","13","null","0","null","13","null","17","null","25","null","0","null","13","null","2","null","4","null","0","null","13","null",
"1400000US04013613700","Census Tract 6137, Maricopa County, Arizona","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013613800","Census Tract 6138, Maricopa County, Arizona","12","null","21","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","21","null",
"1400000US04013613900","Census Tract 6139, Maricopa County, Arizona","28","null","35","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","18","null","30","null","10","null","20","null","0","null","19","null",
"1400000US04013614000","Census Tract 6140, Maricopa County, Arizona","30","null","31","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","19","null","0","null","13","null","0","null","13","null","18","null","24","null","0","null","13","null",
"1400000US04013614100","Census Tract 6141, Maricopa County, Arizona","45","null","44","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","3","null","11","null","0","null","19","null","0","null","19","null","10","null","23","null","0","null","19","null","17","null","28","null","15","null","17","null","0","null","19","null","0","null","19","null",
"1400000US04013614200","Census Tract 6142, Maricopa County, Arizona","13","null","19","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","13","null","19","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013614300","Census Tract 6143, Maricopa County, Arizona","57","null","53","null","11","null","17","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","19","null","29","null","27","null","42","null",
"1400000US04013614400","Census Tract 6144, Maricopa County, Arizona","38","null","43","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","18","null","0","null","13","null","0","null","13","null","27","null","38","null","0","null","13","null","0","null","13","null",
"1400000US04013614500","Census Tract 6145, Maricopa County, Arizona","50","null","48","null","0","null","13","null","4","7","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","18","null","32","null","22","null","36","null","0","null","13","null","6","null","10","null",
"1400000US04013614601","Census Tract 6146.01, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013614602","Census Tract 6146.02, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013614700","Census Tract 6147, Maricopa County, Arizona","100","null","66","null","0","null","13","null","0","13","null","null","24","null","38","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","14","null","21","null","31","null","45","null","46","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013614800","Census Tract 6148, Maricopa County, Arizona","46","null","50","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","31","null","43","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","25","null","0","null","13","null","0","null","13","null",
"1400000US04013614900","Census Tract 6149, Maricopa County, Arizona","19","null","23","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","8","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","20","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013615001","Census Tract 6150.01, Maricopa County, Arizona","26","null","41","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","26","null","41","null",
"1400000US04013615002","Census Tract 6150.02, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013615100","Census Tract 6151, Maricopa County, Arizona","9","null","14","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","9","null","14","null",
"1400000US04013615201","Census Tract 6152.01, Maricopa County, Arizona","37","null","58","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","37","null","58","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013615202","Census Tract 6152.02, Maricopa County, Arizona","12","null","19","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","19","null","0","null","13","null","0","null","13","null",
"1400000US04013615300","Census Tract 6153, Maricopa County, Arizona","41","null","51","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","41","null","51","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013615400","Census Tract 6154, Maricopa County, Arizona","9","null","14","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","9","null","14","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013615500","Census Tract 6155, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013615600","Census Tract 6156, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013615700","Census Tract 6157, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013615800","Census Tract 6158, Maricopa County, Arizona","41","null","52","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","12","null","19","null","0","null","19","null","29","null","48","null","0","null","19","null",
"1400000US04013615900","Census Tract 6159, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013616000","Census Tract 6160, Maricopa County, Arizona","6","null","9","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","6","9","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013616100","Census Tract 6161, Maricopa County, Arizona","14","null","19","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","14","null","19","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013616200","Census Tract 6162, Maricopa County, Arizona","52","null","44","null","4","null","7","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","13","null","20","null","0","null","13","null","23","null","34","null","0","null","13","null","0","null","13","null","12","null","19","null","0","null","13","null",
"1400000US04013616300","Census Tract 6163, Maricopa County, Arizona","17","null","18","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","11","null","0","null","13","null","0","null","13","null","9","null","14","null",
"1400000US04013616400","Census Tract 6164, Maricopa County, Arizona","16","null","28","null","0","null","19","null","0","19","null","null","0","null","19","null","16","null","28","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013616500","Census Tract 6165, Maricopa County, Arizona","24","null","25","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","20","null","22","null","4","null","15","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013616600","Census Tract 6166, Maricopa County, Arizona","81","null","77","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","30","null","51","null","0","null","19","null","51","null","69","null","0","null","19","null","0","null","19","null",
"1400000US04013616700","Census Tract 6167, Maricopa County, Arizona","32","null","37","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","32","null","37","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013616800","Census Tract 6168, Maricopa County, Arizona","51","null","48","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","39","null","48","null","0","null","19","null","0","null","19","null","12","null","25","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013616900","Census Tract 6169, Maricopa County, Arizona","38","null","40","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","23","38","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","22","null","0","null","13","null",
"1400000US04013617001","Census Tract 6170.01, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013617002","Census Tract 6170.02, Maricopa County, Arizona","74","null","67","null","0","null","19","null","0","19","null","null","20","null","32","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","33","null","52","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","21","null","35","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013617100","Census Tract 6171, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013617200","Census Tract 6172, Maricopa County, Arizona","1","null","2","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","1","null","2","null","0","null","13","null",
"1400000US04013617300","Census Tract 6173, Maricopa County, Arizona","13","null","20","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","13","null","20","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013617400","Census Tract 6174, Maricopa County, Arizona","56","null","51","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","23","null","35","null","0","null","19","null","0","null","19","null","33","null","45","null","0","null","19","null","0","null","19","null",
"1400000US04013617500","Census Tract 6175, Maricopa County, Arizona","30","null","28","null","9","null","15","null","10","16","null","null","0","null","13","null","0","null","13","null","0","null","13","null","11","17","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013617600","Census Tract 6176, Maricopa County, Arizona","14","null","29","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","14","null","29","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","31","null","46","null","0","null","13","null","0","13","null","null","31","null","46","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","13","null","14","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","7","null","11","null","0","null","13","null","6","null","8","null","0","null","13","null",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","19","null","21","null","0","null","13","null","0","13","null","null","9","null","14","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","17","null","0","null","13","null","0","null","13","null",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","8","null","15","null","0","null","13","null","0","13","null","null","0","null","13","null","8","null","15","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","29","null","34","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","17","null","30","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","18","null","0","null","13","null","0","null","13","null",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","45","null","48","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","33","null","42","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","22","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","57","null","60","null","46","null","61","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","20","null",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","44","null","45","null","0","null","13","null","0","13","null","null","0","null","13","null","44","null","45","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","59","null","68","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","25","null","0","null","13","null","44","null","55","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","111","null","75","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","25","null","40","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","19","null","27","null","0","null","13","null","28","null","47","null","7","null","15","null","20","null","30","null","0","null","13","null","12","null","21","null",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","38","null","38","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","20","null","27","null","18","null","26","null","0","null","13","null","0","null","13","null",
