"GEO_ID","NAME","B19001F_001E","B19001F_001EA","B19001F_001M","B19001F_001MA","B19001F_002E","B19001F_002EA","B19001F_002M","B19001F_002MA","B19001F_003E","B19001F_003M","B19001F_003MA","B19001F_003EA","B19001F_004E","B19001F_004EA","B19001F_004M","B19001F_004MA","B19001F_005E","B19001F_005EA","B19001F_005M","B19001F_005MA","B19001F_006E","B19001F_006EA","B19001F_006M","B19001F_006MA","B19001F_007E","B19001F_007M","B19001F_007MA","B19001F_007EA","B19001F_008E","B19001F_008EA","B19001F_008M","B19001F_008MA","B19001F_009E","B19001F_009EA","B19001F_009M","B19001F_009MA","B19001F_010E","B19001F_010EA","B19001F_010M","B19001F_010MA","B19001F_011E","B19001F_011EA","B19001F_011M","B19001F_011MA","B19001F_012E","B19001F_012EA","B19001F_012M","B19001F_012MA","B19001F_013E","B19001F_013EA","B19001F_013M","B19001F_013MA","B19001F_014E","B19001F_014EA","B19001F_014M","B19001F_014MA","B19001F_015E","B19001F_015EA","B19001F_015M","B19001F_015MA","B19001F_016E","B19001F_016EA","B19001F_016M","B19001F_016MA","B19001F_017E","B19001F_017EA","B19001F_017M","B19001F_017MA",
"1400000US04019002801","Census Tract 28.01, Pima County, Arizona","63","null","63","null","27","null","44","null","9","16","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","27","null","43","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019002802","Census Tract 28.02, Pima County, Arizona","21","null","23","null","0","null","13","null","0","13","null","null","0","null","13","null","12","null","18","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","9","null","14","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019002803","Census Tract 28.03, Pima County, Arizona","54","null","56","null","0","null","13","null","0","13","null","null","0","null","13","null","28","null","43","null","0","null","13","null","0","13","null","null","0","null","13","null","7","null","11","null","0","null","13","null","0","null","13","null","0","null","13","null","19","null","31","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019002901","Census Tract 29.01, Pima County, Arizona","82","null","97","null","0","null","19","null","0","19","null","null","34","null","57","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","48","null","76","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019002904","Census Tract 29.04, Pima County, Arizona","15","null","23","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","23","null","0","null","13","null","0","null","13","null",
"1400000US04019002905","Census Tract 29.05, Pima County, Arizona","64","null","66","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","14","null","24","null","38","null","57","null","0","null","13","null","12","null","22","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019002906","Census Tract 29.06, Pima County, Arizona","11","null","18","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","8","null","12","null","0","null","13","null","0","null","13","null","3","null","14","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019003002","Census Tract 30.02, Pima County, Arizona","28","null","43","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","28","null","43","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019003003","Census Tract 30.03, Pima County, Arizona","143","null","118","null","0","null","13","null","65","94","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","62","null","71","null","16","null","25","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019003004","Census Tract 30.04, Pima County, Arizona","28","null","23","null","4","null","8","null","5","8","null","null","0","null","13","null","0","null","13","null","15","null","21","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","4","null","7","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019003102","Census Tract 31.02, Pima County, Arizona","225","null","208","null","10","null","16","null","9","14","null","null","0","null","13","null","17","null","26","null","54","null","87","null","0","13","null","null","11","null","17","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","13","null","6","null","11","null","110","null","173","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019003103","Census Tract 31.03, Pima County, Arizona","70","null","91","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","50","null","85","null","0","null","13","null","0","null","13","null","0","null","13","null","20","null","32","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019003104","Census Tract 31.04, Pima County, Arizona","112","null","94","null","10","null","17","null","0","13","null","null","0","null","13","null","14","null","23","null","54","null","84","null","0","13","null","null","0","null","13","null","17","null","28","null","10","null","16","null","7","null","11","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019003201","Census Tract 32.01, Pima County, Arizona","30","null","47","null","11","null","18","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","2","10","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","17","null","36","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019003202","Census Tract 32.02, Pima County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019003302","Census Tract 33.02, Pima County, Arizona","68","null","43","null","0","null","13","null","0","13","null","null","0","null","13","null","11","null","18","null","24","null","30","null","0","13","null","null","6","null","9","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","18","null","28","null","0","null","13","null","0","null","13","null","9","null","15","null","0","null","13","null",
"1400000US04019003303","Census Tract 33.03, Pima County, Arizona","92","null","70","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","18","null","30","null","0","null","13","null","9","null","14","null","0","null","13","null","65","null","60","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019003304","Census Tract 33.04, Pima County, Arizona","150","null","89","null","37","null","35","null","29","43","null","null","0","null","13","null","0","null","13","null","0","null","13","null","7","11","null","null","0","null","13","null","32","null","44","null","0","null","13","null","0","null","13","null","0","null","13","null","35","null","48","null","0","null","13","null","10","null","16","null","0","null","13","null","0","null","13","null",
