"GEO_ID","NAME","B19001D_001E","B19001D_001EA","B19001D_001M","B19001D_001MA","B19001D_002E","B19001D_002EA","B19001D_002M","B19001D_002MA","B19001D_003E","B19001D_003EA","B19001D_003M","B19001D_003MA","B19001D_004E","B19001D_004M","B19001D_004MA","B19001D_004EA","B19001D_005E","B19001D_005M","B19001D_005MA","B19001D_005EA","B19001D_006E","B19001D_006M","B19001D_006MA","B19001D_006EA","B19001D_007E","B19001D_007EA","B19001D_007M","B19001D_007MA","B19001D_008E","B19001D_008EA","B19001D_008M","B19001D_008MA","B19001D_009E","B19001D_009EA","B19001D_009M","B19001D_009MA","B19001D_010E","B19001D_010M","B19001D_010MA","B19001D_010EA","B19001D_011E","B19001D_011M","B19001D_011MA","B19001D_011EA","B19001D_012E","B19001D_012EA","B19001D_012M","B19001D_012MA","B19001D_013E","B19001D_013EA","B19001D_013M","B19001D_013MA","B19001D_014E","B19001D_014EA","B19001D_014M","B19001D_014MA","B19001D_015E","B19001D_015M","B19001D_015MA","B19001D_015EA","B19001D_016E","B19001D_016EA","B19001D_016M","B19001D_016MA","B19001D_017E","B19001D_017M","B19001D_017MA","B19001D_017EA",
"1400000US04013116608","Census Tract 1166.08, Maricopa County, Arizona","50","null","36","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","8","15","null","null","0","12","null","null","0","null","12","null","30","null","25","null","0","null","12","null","0","12","null","null","12","null","18","null","0","12","null","null",
"1400000US04013116609","Census Tract 1166.09, Maricopa County, Arizona","75","null","47","null","0","null","12","null","7","null","12","null","0","12","null","null","0","12","null","null","10","16","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","16","18","null","null","0","null","12","null","25","null","29","null","9","null","13","null","0","12","null","null","8","null","11","null","0","12","null","null",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","134","null","33","null","6","null","12","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","10","null","15","null","0","null","17","null","0","null","17","null","0","17","null","null","7","12","null","null","0","null","17","null","45","null","28","null","41","null","26","null","13","20","null","null","0","null","17","null","12","19","null","null",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","56","null","37","null","8","null","13","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","11","null","17","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","37","33","null","null",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","53","null","30","null","0","null","17","null","0","null","17","null","12","16","null","null","10","14","null","null","0","17","null","null","12","null","19","null","0","null","17","null","0","null","17","null","10","15","null","null","0","17","null","null","0","null","17","null","0","null","17","null","9","null","15","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116613","Census Tract 1166.13, Maricopa County, Arizona","23","null","32","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","16","null","31","null","7","null","11","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116702","Census Tract 1167.02, Maricopa County, Arizona","53","null","50","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","15","null","22","null","0","null","17","null","0","17","null","null","0","null","17","null","38","46","null","null",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","26","null","25","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","9","15","null","null","0","null","12","null","0","null","12","null","7","null","13","null","10","15","null","null","0","null","12","null","0","12","null","null",
"1400000US04013116704","Census Tract 1167.04, Maricopa County, Arizona","226","null","95","null","18","null","26","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","9","null","18","null","0","null","17","null","35","null","40","null","18","28","null","null","17","28","null","null","14","null","22","null","27","null","32","null","52","null","80","null","36","39","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","12","null","20","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","12","null","20","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","54","null","53","null","0","null","17","null","16","null","26","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","18","null","33","null","20","32","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","75","null","38","null","3","null","5","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","6","null","9","null","0","null","12","null","0","null","12","null","15","22","null","null","4","6","null","null","5","null","7","null","25","null","25","null","6","null","9","null","6","11","null","null","0","null","12","null","5","7","null","null",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","79","null","35","null","0","null","12","null","0","null","12","null","0","12","null","null","11","17","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","11","null","18","null","0","null","12","null","0","null","12","null","0","12","null","null","37","null","27","null","20","23","null","null",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","25","null","28","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","21","null","28","null","0","12","null","null","4","null","6","null","0","12","null","null",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","177","null","109","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","84","null","96","null","36","null","52","null","0","null","17","null","41","52","null","null","0","null","17","null","16","28","null","null",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","126","null","83","null","23","null","36","null","17","null","27","null","0","17","null","null","43","63","null","null","0","17","null","null","0","null","17","null","0","null","17","null","16","null","25","null","15","23","null","null","0","17","null","null","0","null","17","null","12","null","20","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","100","null","28","null","0","null","12","null","0","null","12","null","9","14","null","null","12","19","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","28","null","25","null","0","null","12","null","32","null","30","null","0","12","null","null","8","null","15","null","11","16","null","null",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","35","null","32","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","6","8","null","null","0","12","null","null","0","null","12","null","0","null","12","null","14","null","21","null","0","12","null","null","0","null","12","null","15","23","null","null",
