"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","14","10","null","null","0","null","19","null","0","null","19","null","4","null","6","null","0","null","19","null","4","6","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","2","4","null","null","4","5","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","79","55","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","6","9","null","null","0","null","19","null","36","null","39","null","37","null","43","null","0","null","19","null","0","19","null","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","44","21","null","null","0","null","19","null","6","null","9","null","0","null","19","null","0","null","19","null","0","19","null","null","5","7","null","null","0","null","19","null","3","null","5","null","7","null","9","null","0","19","null","null","8","11","null","null","4","null","6","null","7","null","9","null","4","null","7","null","0","null","19","null","0","19","null","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","162","93","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","8","null","13","null","10","null","18","null","38","48","null","null","31","37","null","null","0","null","13","null","14","null","24","null","4","null","6","null","30","null","46","null","27","43","null","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","47","34","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","30","35","null","null","17","null","22","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","31","23","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","2","null","3","null","11","null","12","null","5","6","null","null","3","4","null","null","0","null","19","null","6","null","9","null","0","null","19","null","4","null","6","null","0","19","null","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","51","24","null","null","8","null","7","null","0","null","13","null","0","null","13","null","0","null","13","null","3","6","null","null","7","11","null","null","5","null","8","null","4","null","6","null","15","null","15","null","0","13","null","null","0","13","null","null","4","null","6","null","5","null","7","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","23","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","4","6","null","null","0","null","19","null","0","null","19","null","2","null","4","null","17","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","78","65","null","null","28","null","32","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","15","null","25","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","35","null","53","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","12","11","null","null","6","null","10","null","0","null","13","null","6","null","6","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","39","29","null","null","17","null","19","null","0","null","13","null","6","null","9","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","11","null","16","null","0","null","13","null","5","9","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","1526","187","null","null","182","null","66","null","80","null","48","null","113","null","59","null","85","null","62","null","154","91","null","null","168","79","null","null","67","null","50","null","65","null","45","null","41","null","34","null","57","42","null","null","120","77","null","null","169","null","72","null","117","null","66","null","8","null","12","null","17","null","19","null","83","87","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","840","160","null","null","102","null","66","null","35","null","29","null","138","null","81","null","22","null","32","null","34","34","null","null","14","17","null","null","74","null","53","null","81","null","56","null","52","null","34","null","48","38","null","null","74","62","null","null","72","null","54","null","54","null","48","null","0","null","13","null","9","null","4","null","31","49","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","1215","208","null","null","32","null","26","null","113","null","69","null","84","null","74","null","25","null","21","null","104","69","null","null","96","75","null","null","72","null","71","null","30","null","31","null","81","null","75","null","92","96","null","null","110","76","null","null","187","null","100","null","57","null","62","null","57","null","66","null","57","null","51","null","18","28","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","1195","176","null","null","94","null","64","null","48","null","39","null","46","null","28","null","69","null","52","null","55","39","null","null","36","31","null","null","149","null","64","null","109","null","67","null","39","null","27","null","116","64","null","null","45","30","null","null","146","null","83","null","116","null","68","null","96","null","59","null","18","null","20","null","13","14","null","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","662","90","null","null","125","null","64","null","44","null","28","null","42","null","26","null","29","null","25","null","45","27","null","null","48","31","null","null","30","null","21","null","42","null","27","null","42","null","23","null","72","39","null","null","39","19","null","null","59","null","30","null","30","null","23","null","12","null","12","null","3","null","5","null","0","13","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","780","173","null","null","63","null","50","null","40","null","56","null","60","null","60","null","34","null","44","null","16","26","null","null","58","77","null","null","25","null","28","null","18","null","20","null","17","null","26","null","16","26","null","null","97","73","null","null","112","null","73","null","48","null","53","null","17","null","27","null","120","null","120","null","39","62","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","942","164","null","null","96","null","71","null","90","null","80","null","45","null","43","null","89","null","70","null","50","65","null","null","86","70","null","null","41","null","37","null","42","null","48","null","80","null","90","null","75","60","null","null","134","100","null","null","75","null","49","null","0","null","13","null","23","null","23","null","0","null","13","null","16","26","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","1092","128","null","null","77","null","39","null","66","null","47","null","139","null","60","null","50","null","38","null","63","35","null","null","87","40","null","null","178","null","91","null","65","null","44","null","4","null","6","null","95","41","null","null","105","59","null","null","93","null","50","null","55","null","34","null","8","null","12","null","7","null","11","null","0","13","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","1280","242","null","null","162","null","90","null","190","null","139","null","94","null","80","null","174","null","106","null","149","108","null","null","81","65","null","null","62","null","63","null","57","null","49","null","35","null","47","null","147","110","null","null","14","24","null","null","68","null","65","null","32","null","46","null","0","null","13","null","0","null","13","null","15","24","null","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","1977","253","null","null","120","null","90","null","15","null","26","null","125","null","115","null","155","null","101","null","236","145","null","null","127","87","null","null","106","null","83","null","185","null","93","null","71","null","58","null","266","143","null","null","154","73","null","null","178","null","92","null","82","null","67","null","85","null","97","null","49","null","36","null","23","30","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","1258","162","null","null","53","null","37","null","53","null","36","null","98","null","59","null","82","null","69","null","99","56","null","null","77","45","null","null","142","null","92","null","29","null","25","null","66","null","46","null","172","88","null","null","123","66","null","null","114","null","59","null","98","null","84","null","41","null","36","null","11","null","14","null","0","13","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","766","87","null","null","99","null","49","null","90","null","39","null","91","null","44","null","77","null","37","null","88","46","null","null","24","19","null","null","28","null","23","null","45","null","35","null","37","null","21","null","32","25","null","null","48","30","null","null","71","null","40","null","18","null","21","null","11","null","12","null","7","null","11","null","0","13","null","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","1102","110","null","null","109","null","63","null","82","null","37","null","76","null","29","null","117","null","43","null","61","28","null","null","42","19","null","null","30","null","16","null","96","null","40","null","40","null","24","null","97","41","null","null","101","39","null","null","123","null","50","null","85","null","34","null","21","null","16","null","16","null","10","null","6","11","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","151","52","null","null","23","null","27","null","20","null","23","null","24","null","25","null","0","null","13","null","9","14","null","null","0","13","null","null","7","null","11","null","0","null","13","null","19","null","18","null","10","17","null","null","0","13","null","null","25","null","19","null","2","null","4","null","7","null","13","null","5","null","9","null","0","13","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","207","64","null","null","8","null","12","null","6","null","10","null","15","null","18","null","18","null","18","null","16","17","null","null","7","12","null","null","0","null","13","null","0","null","13","null","25","null","25","null","6","10","null","null","22","23","null","null","35","null","29","null","19","null","23","null","5","null","9","null","11","null","14","null","14","24","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","316","96","null","null","10","null","15","null","19","null","21","null","16","null","18","null","15","null","18","null","8","13","null","null","10","17","null","null","24","null","24","null","9","null","15","null","0","null","19","null","47","36","null","null","99","66","null","null","33","null","41","null","26","null","23","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","137","64","null","null","17","null","25","null","0","null","13","null","0","null","13","null","0","null","13","null","15","24","null","null","0","13","null","null","15","null","23","null","35","null","30","null","26","null","34","null","0","13","null","null","0","13","null","null","29","null","35","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","117","60","null","null","0","null","13","null","12","null","22","null","26","null","32","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","52","null","47","null","0","null","13","null","0","13","null","null","10","17","null","null","8","null","16","null","0","null","13","null","0","null","13","null","0","null","13","null","9","19","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","655","119","null","null","31","null","38","null","58","null","45","null","15","null","16","null","31","null","27","null","64","38","null","null","71","49","null","null","59","null","57","null","42","null","34","null","19","null","21","null","128","90","null","null","39","44","null","null","45","null","38","null","9","null","14","null","15","null","25","null","29","null","33","null","0","13","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","957","149","null","null","126","null","63","null","53","null","36","null","75","null","54","null","98","null","52","null","104","69","null","null","84","53","null","null","14","null","20","null","5","null","12","null","58","null","42","null","87","49","null","null","82","48","null","null","88","null","54","null","46","null","42","null","37","null","35","null","0","null","13","null","0","13","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","723","130","null","null","69","null","50","null","39","null","44","null","75","null","60","null","57","null","35","null","38","30","null","null","12","18","null","null","0","null","13","null","32","null","28","null","23","null","25","null","77","47","null","null","81","49","null","null","104","null","60","null","31","null","24","null","43","null","45","null","8","null","13","null","34","28","null","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","1870","199","null","null","199","null","112","null","97","null","55","null","66","null","37","null","62","null","36","null","142","70","null","null","123","77","null","null","125","null","81","null","101","null","62","null","153","null","102","null","146","59","null","null","91","39","null","null","397","null","147","null","65","null","43","null","54","null","42","null","34","null","33","null","15","16","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","415","98","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","66","54","null","null","47","38","null","null","79","null","85","null","21","null","28","null","0","null","13","null","6","9","null","null","147","75","null","null","40","null","48","null","9","null","14","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","239","80","null","null","0","null","13","null","0","null","13","null","28","null","45","null","0","null","13","null","5","11","null","null","0","13","null","null","26","null","40","null","36","null","33","null","16","null","21","null","6","9","null","null","20","21","null","null","37","null","28","null","0","null","13","null","41","null","58","null","24","null","27","null","0","13","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","1000","163","null","null","123","null","91","null","32","null","37","null","85","null","71","null","0","null","13","null","8","14","null","null","68","75","null","null","86","null","66","null","81","null","73","null","22","null","26","null","104","63","null","null","175","121","null","null","122","null","58","null","71","null","74","null","5","null","9","null","11","null","19","null","7","11","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","956","150","null","null","118","null","79","null","89","null","77","null","70","null","50","null","15","null","23","null","41","40","null","null","89","83","null","null","66","null","52","null","104","null","102","null","48","null","76","null","84","54","null","null","83","49","null","null","58","null","38","null","45","null","40","null","0","null","13","null","46","null","37","null","0","13","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","1377","200","null","null","132","null","96","null","20","null","33","null","62","null","56","null","54","null","49","null","29","35","null","null","0","13","null","null","53","null","59","null","59","null","53","null","120","null","103","null","80","53","null","null","376","145","null","null","207","null","114","null","106","null","57","null","79","null","64","null","0","null","13","null","0","13","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","1081","188","null","null","67","null","52","null","181","null","118","null","90","null","54","null","90","null","76","null","47","36","null","null","46","42","null","null","73","null","75","null","110","null","92","null","49","null","52","null","97","65","null","null","51","43","null","null","75","null","56","null","23","null","34","null","45","null","45","null","37","null","38","null","0","13","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","1194","184","null","null","46","null","50","null","76","null","56","null","55","null","70","null","14","null","23","null","26","36","null","null","15","24","null","null","46","null","43","null","162","null","97","null","66","null","48","null","191","118","null","null","123","128","null","null","185","null","88","null","142","null","82","null","0","null","13","null","0","null","13","null","47","43","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","890","171","null","null","135","null","79","null","21","null","22","null","8","null","14","null","48","null","41","null","113","91","null","null","14","24","null","null","11","null","12","null","182","null","134","null","13","null","24","null","87","63","null","null","0","13","null","null","91","null","59","null","69","null","51","null","51","null","44","null","22","null","26","null","25","26","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","1246","174","null","null","67","null","56","null","31","null","33","null","54","null","65","null","48","null","44","null","97","72","null","null","83","66","null","null","23","null","26","null","57","null","53","null","97","null","64","null","147","83","null","null","154","91","null","null","198","null","88","null","98","null","62","null","46","null","45","null","41","null","39","null","5","11","null","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","2963","238","null","null","78","null","59","null","43","null","41","null","108","null","60","null","73","null","80","null","77","53","null","null","16","27","null","null","28","null","31","null","83","null","57","null","132","null","71","null","207","99","null","null","253","86","null","null","693","null","167","null","429","null","149","null","294","null","111","null","242","null","102","null","207","120","null","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","2204","164","null","null","35","null","39","null","77","null","51","null","80","null","58","null","20","null","26","null","59","52","null","null","38","32","null","null","33","null","36","null","30","null","29","null","67","null","44","null","121","63","null","null","256","104","null","null","261","null","95","null","467","null","167","null","242","null","102","null","235","null","105","null","183","82","null","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","1508","163","null","null","173","null","97","null","55","null","50","null","48","null","49","null","89","null","71","null","56","40","null","null","153","81","null","null","133","null","85","null","37","null","33","null","38","null","42","null","135","78","null","null","115","95","null","null","152","null","83","null","132","null","76","null","117","null","87","null","75","null","65","null","0","13","null","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","1417","174","null","null","100","null","108","null","126","null","125","null","33","null","36","null","41","null","48","null","58","50","null","null","80","58","null","null","33","null","36","null","178","null","103","null","66","null","60","null","79","46","null","null","118","90","null","null","202","null","113","null","93","null","62","null","114","null","64","null","67","null","52","null","29","34","null","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","1668","182","null","null","37","null","30","null","65","null","63","null","19","null","25","null","72","null","60","null","107","95","null","null","123","72","null","null","136","null","85","null","24","null","26","null","88","null","66","null","229","120","null","null","85","46","null","null","360","null","132","null","81","null","60","null","51","null","33","null","105","null","69","null","86","38","null","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","1269","108","null","null","90","null","54","null","10","null","17","null","35","null","35","null","0","null","13","null","12","19","null","null","41","30","null","null","65","null","70","null","55","null","50","null","31","null","29","null","50","35","null","null","190","69","null","null","206","null","75","null","213","null","83","null","137","null","57","null","77","null","42","null","57","34","null","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","1350","137","null","null","70","null","37","null","103","null","68","null","42","null","34","null","44","null","28","null","35","27","null","null","80","69","null","null","44","null","26","null","102","null","71","null","85","null","51","null","111","60","null","null","206","79","null","null","169","null","71","null","119","null","59","null","26","null","25","null","22","null","22","null","92","53","null","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","1074","187","null","null","39","null","34","null","133","null","87","null","45","null","56","null","47","null","56","null","118","108","null","null","15","23","null","null","65","null","47","null","0","null","19","null","26","null","31","null","226","120","null","null","53","43","null","null","110","null","61","null","122","null","80","null","15","null","23","null","36","null","34","null","24","28","null","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","1254","125","null","null","38","null","36","null","33","null","41","null","20","null","23","null","49","null","33","null","53","34","null","null","132","76","null","null","95","null","71","null","40","null","34","null","54","null","37","null","166","75","null","null","95","55","null","null","172","null","76","null","133","null","73","null","56","null","44","null","67","null","45","null","51","37","null","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","840","117","null","null","52","null","67","null","48","null","30","null","10","null","15","null","30","null","27","null","69","64","null","null","10","16","null","null","39","null","47","null","91","null","67","null","70","null","53","null","112","70","null","null","96","59","null","null","128","null","65","null","42","null","35","null","34","null","45","null","0","null","13","null","9","13","null","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","1925","203","null","null","27","null","29","null","106","null","92","null","62","null","61","null","131","null","74","null","111","66","null","null","27","30","null","null","22","null","26","null","79","null","58","null","65","null","47","null","177","82","null","null","154","70","null","null","292","null","111","null","187","null","86","null","184","null","82","null","141","null","85","null","160","89","null","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","1160","132","null","null","74","null","59","null","81","null","67","null","20","null","21","null","39","null","33","null","9","14","null","null","58","40","null","null","151","null","101","null","36","null","33","null","25","null","23","null","57","32","null","null","203","87","null","null","125","null","66","null","121","null","58","null","39","null","34","null","108","null","64","null","14","17","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","832","118","null","null","235","null","98","null","28","null","26","null","49","null","48","null","74","null","55","null","86","55","null","null","28","29","null","null","0","null","13","null","109","null","75","null","26","null","27","null","56","57","null","null","50","50","null","null","87","null","57","null","4","null","8","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","2099","226","null","null","283","null","137","null","65","null","46","null","43","null","57","null","95","null","50","null","134","100","null","null","63","49","null","null","131","null","93","null","25","null","28","null","39","null","33","null","176","93","null","null","212","109","null","null","180","null","102","null","211","null","93","null","265","null","89","null","117","null","62","null","60","47","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","442","98","null","null","120","null","69","null","49","null","39","null","51","null","38","null","60","null","61","null","11","13","null","null","31","38","null","null","41","null","34","null","52","null","35","null","6","null","10","null","0","19","null","null","8","17","null","null","13","null","20","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","1565","154","null","null","107","null","68","null","22","null","26","null","27","null","30","null","84","null","66","null","55","44","null","null","84","61","null","null","71","null","42","null","29","null","35","null","34","null","32","null","78","55","null","null","257","142","null","null","208","null","94","null","221","null","91","null","141","null","83","null","118","null","66","null","29","29","null","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","2002","219","null","null","331","null","133","null","289","null","137","null","46","null","44","null","90","null","63","null","32","51","null","null","177","136","null","null","182","null","110","null","146","null","92","null","43","null","42","null","206","100","null","null","188","108","null","null","92","null","56","null","114","null","106","null","23","null","34","null","32","null","25","null","11","17","null","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","1089","109","null","null","111","null","68","null","78","null","63","null","37","null","39","null","138","null","71","null","70","56","null","null","63","37","null","null","70","null","68","null","18","null","23","null","117","null","74","null","73","64","null","null","55","37","null","null","78","null","38","null","37","null","31","null","72","null","61","null","72","null","47","null","0","13","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","1589","229","null","null","9","null","16","null","12","null","19","null","72","null","81","null","126","null","99","null","73","71","null","null","88","83","null","null","29","null","37","null","59","null","52","null","76","null","95","null","192","128","null","null","93","65","null","null","309","null","118","null","203","null","93","null","87","null","51","null","83","null","61","null","78","49","null","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","1757","195","null","null","100","null","92","null","62","null","77","null","114","null","96","null","86","null","61","null","142","106","null","null","30","34","null","null","40","null","30","null","80","null","77","null","13","null","21","null","248","116","null","null","102","53","null","null","375","null","151","null","136","null","87","null","147","null","78","null","82","null","55","null","0","19","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","1275","173","null","null","92","null","62","null","83","null","68","null","47","null","49","null","70","null","49","null","113","82","null","null","27","24","null","null","20","null","23","null","44","null","27","null","55","null","38","null","115","79","null","null","249","98","null","null","217","null","96","null","110","null","85","null","22","null","24","null","0","null","13","null","11","17","null","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","1598","191","null","null","171","null","102","null","50","null","41","null","104","null","68","null","40","null","33","null","173","74","null","null","81","64","null","null","102","null","63","null","128","null","95","null","57","null","48","null","148","77","null","null","118","56","null","null","134","null","54","null","57","null","33","null","34","null","30","null","95","null","69","null","106","52","null","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","878","137","null","null","39","null","26","null","50","null","35","null","41","null","27","null","51","null","32","null","34","26","null","null","3","6","null","null","93","null","55","null","56","null","32","null","69","null","55","null","114","64","null","null","99","56","null","null","129","null","63","null","49","null","36","null","25","null","28","null","16","null","20","null","10","12","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","665","100","null","null","79","null","64","null","43","null","37","null","27","null","24","null","35","null","27","null","65","46","null","null","46","33","null","null","23","null","26","null","82","null","52","null","26","null","34","null","24","24","null","null","70","44","null","null","43","null","34","null","59","null","35","null","3","null","5","null","24","null","29","null","16","26","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","1883","314","null","null","38","null","58","null","29","null","47","null","151","null","115","null","57","null","58","null","109","68","null","null","21","34","null","null","109","null","93","null","100","null","97","null","55","null","54","null","91","77","null","null","240","117","null","null","442","null","211","null","202","null","122","null","55","null","44","null","66","null","55","null","118","97","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","2136","220","null","null","45","null","41","null","157","null","103","null","172","null","127","null","100","null","60","null","72","90","null","null","46","43","null","null","72","null","65","null","106","null","108","null","96","null","108","null","217","128","null","null","169","105","null","null","371","null","144","null","163","null","82","null","124","null","75","null","144","null","65","null","82","72","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","1644","212","null","null","116","null","81","null","192","null","74","null","161","null","118","null","85","null","49","null","39","30","null","null","68","41","null","null","87","null","72","null","114","null","57","null","99","null","80","null","178","101","null","null","135","69","null","null","176","null","94","null","89","null","59","null","50","null","33","null","31","null","34","null","24","20","null","null",
