"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04013093200","Census Tract 932, Maricopa County, Arizona","605","94","null","null","43","40","null","null","18","22","null","null","40","null","30","null","43","null","37","null","22","null","25","null","43","null","27","null","23","null","21","null","46","null","33","null","26","null","28","null","112","null","55","null","35","31","null","null","50","36","null","null","93","69","null","null","0","null","12","null","0","null","12","null","11","null","20","null",
"1400000US04013103205","Census Tract 1032.05, Maricopa County, Arizona","904","49","null","null","14","12","null","null","17","27","null","null","0","null","12","null","14","null","12","null","20","null","15","null","32","null","27","null","17","null","20","null","79","null","37","null","36","null","32","null","40","null","26","null","105","47","null","null","142","47","null","null","79","31","null","null","45","null","34","null","113","null","46","null","151","null","54","null",
"1400000US04013103206","Census Tract 1032.06, Maricopa County, Arizona","820","65","null","null","6","10","null","null","7","10","null","null","0","null","12","null","41","null","45","null","12","null","13","null","18","null","15","null","39","null","36","null","25","null","17","null","0","null","12","null","37","null","25","null","38","21","null","null","112","42","null","null","106","38","null","null","53","null","28","null","161","null","46","null","165","null","54","null",
"1400000US04013103207","Census Tract 1032.07, Maricopa County, Arizona","809","50","null","null","5","8","null","null","5","7","null","null","27","null","17","null","0","null","12","null","5","null","8","null","15","null","17","null","20","null","17","null","28","null","24","null","10","null","11","null","15","null","12","null","26","16","null","null","120","46","null","null","137","45","null","null","89","null","35","null","110","null","44","null","197","null","52","null",
"1400000US04013103208","Census Tract 1032.08, Maricopa County, Arizona","1849","195","null","null","103","58","null","null","83","63","null","null","86","null","81","null","35","null","38","null","97","null","70","null","86","null","60","null","79","null","58","null","138","null","82","null","63","null","54","null","117","null","80","null","153","90","null","null","312","133","null","null","161","102","null","null","45","null","37","null","144","null","80","null","147","null","81","null",
"1400000US04013103209","Census Tract 1032.09, Maricopa County, Arizona","2111","159","null","null","167","109","null","null","47","45","null","null","73","null","59","null","153","null","118","null","95","null","59","null","66","null","66","null","81","null","61","null","88","null","91","null","40","null","45","null","118","null","76","null","98","69","null","null","166","110","null","null","115","62","null","null","140","null","77","null","103","null","71","null","561","null","152","null",
"1400000US04013103210","Census Tract 1032.10, Maricopa County, Arizona","2604","252","null","null","228","103","null","null","85","55","null","null","117","null","92","null","143","null","103","null","209","null","131","null","162","null","106","null","176","null","99","null","73","null","55","null","252","null","149","null","228","null","95","null","336","141","null","null","245","136","null","null","83","55","null","null","114","null","84","null","90","null","92","null","63","null","60","null",
"1400000US04013103211","Census Tract 1032.11, Maricopa County, Arizona","1528","84","null","null","0","12","null","null","68","53","null","null","5","null","9","null","34","null","30","null","42","null","28","null","42","null","30","null","52","null","39","null","0","null","12","null","39","null","32","null","165","null","71","null","150","77","null","null","247","80","null","null","210","84","null","null","133","null","52","null","176","null","57","null","165","null","68","null",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","1513","92","null","null","25","27","null","null","12","18","null","null","13","null","20","null","47","null","36","null","44","null","40","null","8","null","12","null","31","null","28","null","33","null","54","null","33","null","29","null","102","null","71","null","143","62","null","null","212","86","null","null","223","70","null","null","75","null","35","null","305","null","83","null","207","null","81","null",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","1297","81","null","null","26","40","null","null","28","34","null","null","20","null","22","null","17","null","24","null","28","null","27","null","38","null","25","null","37","null","34","null","8","null","13","null","23","null","23","null","87","null","56","null","129","60","null","null","147","62","null","null","190","77","null","null","169","null","57","null","188","null","67","null","162","null","65","null",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","876","98","null","null","9","13","null","null","0","12","null","null","14","null","15","null","25","null","23","null","45","null","26","null","7","null","11","null","40","null","27","null","15","null","17","null","11","null","16","null","61","null","36","null","48","32","null","null","137","64","null","null","93","47","null","null","86","null","47","null","174","null","63","null","111","null","45","null",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","1527","135","null","null","100","88","null","null","24","31","null","null","35","null","38","null","20","null","33","null","91","null","63","null","29","null","33","null","47","null","43","null","41","null","37","null","52","null","48","null","109","null","72","null","140","87","null","null","240","107","null","null","160","87","null","null","70","null","55","null","131","null","88","null","238","null","110","null",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","1957","245","null","null","19","30","null","null","26","30","null","null","51","null","59","null","99","null","123","null","43","null","44","null","97","null","74","null","134","null","84","null","82","null","80","null","138","null","123","null","192","null","98","null","97","75","null","null","192","119","null","null","199","116","null","null","147","null","72","null","248","null","127","null","193","null","97","null",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","1248","115","null","null","54","54","null","null","9","14","null","null","0","null","12","null","29","null","21","null","9","null","14","null","37","null","27","null","19","null","20","null","25","null","19","null","73","null","58","null","84","null","54","null","136","58","null","null","223","81","null","null","141","63","null","null","101","null","46","null","137","null","65","null","171","null","57","null",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","951","131","null","null","9","14","null","null","90","53","null","null","0","null","12","null","7","null","12","null","36","null","28","null","78","null","60","null","0","null","12","null","34","null","27","null","31","null","26","null","96","null","53","null","94","50","null","null","69","40","null","null","86","52","null","null","85","null","56","null","73","null","39","null","163","null","76","null",
