"GEO_ID","NAME","B19001C_001E","B19001C_001M","B19001C_001MA","B19001C_001EA","B19001C_002E","B19001C_002M","B19001C_002MA","B19001C_002EA","B19001C_003E","B19001C_003M","B19001C_003MA","B19001C_003EA","B19001C_004E","B19001C_004EA","B19001C_004M","B19001C_004MA","B19001C_005E","B19001C_005EA","B19001C_005M","B19001C_005MA","B19001C_006E","B19001C_006M","B19001C_006MA","B19001C_006EA","B19001C_007E","B19001C_007EA","B19001C_007M","B19001C_007MA","B19001C_008E","B19001C_008M","B19001C_008MA","B19001C_008EA","B19001C_009E","B19001C_009M","B19001C_009MA","B19001C_009EA","B19001C_010E","B19001C_010EA","B19001C_010M","B19001C_010MA","B19001C_011E","B19001C_011EA","B19001C_011M","B19001C_011MA","B19001C_012E","B19001C_012EA","B19001C_012M","B19001C_012MA","B19001C_013E","B19001C_013M","B19001C_013MA","B19001C_013EA","B19001C_014E","B19001C_014M","B19001C_014MA","B19001C_014EA","B19001C_015E","B19001C_015EA","B19001C_015M","B19001C_015MA","B19001C_016E","B19001C_016EA","B19001C_016M","B19001C_016MA","B19001C_017E","B19001C_017EA","B19001C_017M","B19001C_017MA",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","162","73","null","null","12","20","null","null","27","23","null","null","0","null","19","null","8","null","13","null","0","19","null","null","25","null","29","null","41","58","null","null","36","54","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","13","null","21","null","0","null","19","null","0","null","19","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","113","84","null","null","39","62","null","null","15","16","null","null","0","null","19","null","0","null","19","null","0","19","null","null","42","null","47","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","17","null","28","null","0","null","19","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","160","115","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","44","66","null","null","0","null","19","null","42","70","null","null","0","19","null","null","0","null","19","null","0","null","19","null","8","null","13","null","0","19","null","null","0","19","null","null","51","null","60","null","15","null","26","null","0","null","19","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","246","130","null","null","82","82","null","null","0","19","null","null","0","null","19","null","0","null","19","null","21","32","null","null","29","null","43","null","0","19","null","null","0","19","null","null","0","null","19","null","32","null","39","null","41","null","67","null","0","19","null","null","31","42","null","null","10","null","17","null","0","null","19","null","0","null","19","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","43","41","null","null","0","13","null","null","0","13","null","null","0","null","13","null","24","null","32","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","19","null","23","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","229","162","null","null","80","116","null","null","0","19","null","null","0","null","19","null","0","null","19","null","38","59","null","null","0","null","19","null","17","31","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","24","34","null","null","0","19","null","null","13","null","22","null","57","null","78","null","0","null","19","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","71","39","null","null","0","19","null","null","0","19","null","null","7","null","13","null","0","null","19","null","0","19","null","null","0","null","19","null","53","32","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","11","18","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","50","30","null","null","0","13","null","null","12","19","null","null","0","null","13","null","0","null","13","null","0","13","null","null","20","null","33","null","0","13","null","null","18","28","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","12","16","null","null","0","13","null","null","9","14","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","3","6","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","44","35","null","null","0","13","null","null","0","13","null","null","0","null","13","null","6","null","9","null","0","13","null","null","0","null","13","null","11","16","null","null","0","13","null","null","12","null","19","null","0","null","13","null","0","null","13","null","15","24","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","552","165","null","null","29","46","null","null","0","19","null","null","0","null","19","null","24","null","38","null","53","89","null","null","68","null","82","null","65","72","null","null","96","90","null","null","0","null","19","null","53","null","61","null","37","null","58","null","95","86","null","null","16","27","null","null","2","null","26","null","0","null","19","null","14","null","21","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","102","85","null","null","0","19","null","null","0","19","null","null","0","null","19","null","53","null","64","null","0","19","null","null","25","null","41","null","0","19","null","null","0","19","null","null","0","null","19","null","24","null","38","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","145","59","null","null","0","13","null","null","19","16","null","null","15","null","15","null","13","null","17","null","0","13","null","null","33","null","46","null","9","10","null","null","24","30","null","null","9","null","10","null","8","null","9","null","8","null","8","null","7","11","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","959","83","null","null","149","48","null","null","87","32","null","null","69","null","27","null","31","null","16","null","48","22","null","null","33","null","18","null","50","24","null","null","64","33","null","null","31","null","21","null","78","null","34","null","58","null","25","null","154","48","null","null","35","21","null","null","56","null","28","null","9","null","11","null","7","null","7","null",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","899","85","null","null","178","48","null","null","58","27","null","null","82","null","33","null","58","null","23","null","87","38","null","null","56","null","28","null","42","24","null","null","28","17","null","null","38","null","22","null","40","null","26","null","77","null","32","null","76","32","null","null","59","29","null","null","5","null","7","null","5","null","8","null","10","null","11","null",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","946","129","null","null","103","66","null","null","38","35","null","null","117","null","73","null","21","null","20","null","30","30","null","null","61","null","42","null","87","90","null","null","46","41","null","null","104","null","79","null","110","null","75","null","24","null","29","null","144","69","null","null","25","22","null","null","29","null","33","null","7","null","11","null","0","null","13","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","977","123","null","null","291","70","null","null","72","29","null","null","103","null","51","null","33","null","18","null","48","20","null","null","71","null","34","null","62","59","null","null","23","23","null","null","16","null","18","null","77","null","41","null","76","null","42","null","46","27","null","null","3","4","null","null","14","null","16","null","35","null","37","null","7","null","8","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","926","97","null","null","161","50","null","null","87","29","null","null","83","null","31","null","114","null","41","null","72","33","null","null","80","null","37","null","31","19","null","null","61","30","null","null","34","null","21","null","37","null","17","null","58","null","32","null","68","25","null","null","33","16","null","null","4","null","5","null","3","null","4","null","0","null","13","null",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","979","111","null","null","83","55","null","null","61","46","null","null","22","null","30","null","18","null","29","null","31","35","null","null","22","null","25","null","44","43","null","null","35","36","null","null","106","null","93","null","77","null","59","null","165","null","80","null","167","88","null","null","109","78","null","null","16","null","25","null","23","null","35","null","0","null","13","null",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","43","43","null","null","0","19","null","null","0","19","null","null","0","null","19","null","31","null","47","null","0","19","null","null","0","null","19","null","0","19","null","null","12","21","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","50","32","null","null","0","19","null","null","5","9","null","null","10","null","17","null","0","null","19","null","2","4","null","null","12","null","18","null","2","6","null","null","11","18","null","null","0","null","19","null","4","null","5","null","3","null","5","null","1","2","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","5","8","null","null","5","8","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","8","11","null","null","3","6","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","5","8","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","33","49","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","33","49","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","97","59","null","null","10","16","null","null","0","13","null","null","11","null","19","null","24","null","35","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","17","null","25","null","11","null","20","null","15","null","23","null","9","15","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
